genre,revenue,title
Fantasy,794191988.0,Pirates of the Caribbean: Dead Men Tell No Tales
Comedy,794191988.0,Pirates of the Caribbean: Dead Men Tell No Tales
Adventure,1153304495.0,Captain America: Civil War
Action,1153304495.0,Captain America: Civil War
Science Fiction,1153304495.0,Captain America: Civil War
Drama,771317.0,The D Train
Comedy,771317.0,The D Train
Romance,153962963.0,Focus
Comedy,153962963.0,Focus
Crime,153962963.0,Focus
Drama,153962963.0,Focus
Family,1156730962.0,Minions
Animation,1156730962.0,Minions
Adventure,1156730962.0,Minions
Comedy,1156730962.0,Minions
Comedy,104384188.0,Vacation
Comedy,45000.0,The Opposite Sex
Horror,42664410.0,The Gallows
Thriller,42664410.0,The Gallows
Animation,5659286.0,Anomalisa
Comedy,5659286.0,Anomalisa
Drama,5659286.0,Anomalisa
Romance,5659286.0,Anomalisa
Comedy,63647656.0,"Hail, Caesar!"
Drama,63647656.0,"Hail, Caesar!"
Mystery,63647656.0,"Hail, Caesar!"
Action,521170825.0,Kung Fu Panda 3
Adventure,521170825.0,Kung Fu Panda 3
Animation,521170825.0,Kung Fu Panda 3
Comedy,521170825.0,Kung Fu Panda 3
Family,521170825.0,Kung Fu Panda 3
Drama,14394097.0,Woodlawn
Comedy,8000000.0,Mickey
Drama,8000000.0,Mickey
Animation,1023784195.0,Zootopia
Adventure,1023784195.0,Zootopia
Family,1023784195.0,Zootopia
Comedy,1023784195.0,Zootopia
War,23083334.0,Whiskey Tango Foxtrot
Comedy,23083334.0,Whiskey Tango Foxtrot
Adventure,1028570889.0,Finding Dory
Animation,1028570889.0,Finding Dory
Comedy,1028570889.0,Finding Dory
Family,1028570889.0,Finding Dory
Family,349779543.0,The Angry Birds Movie
Animation,349779543.0,The Angry Birds Movie
Action,8821329.0,Ratchet & Clank
Adventure,8821329.0,Ratchet & Clank
Animation,8821329.0,Ratchet & Clank
Family,8821329.0,Ratchet & Clank
Adventure,140705322.0,Sausage Party
Animation,140705322.0,Sausage Party
Comedy,140705322.0,Sausage Party
Fantasy,140705322.0,Sausage Party
Comedy,4210454.0,Swiss Army Man
Drama,4210454.0,Swiss Army Man
Romance,4210454.0,Swiss Army Man
Fantasy,4210454.0,Swiss Army Man
Adventure,4210454.0,Swiss Army Man
Adventure,408579038.0,Ice Age: Collision Course
Animation,408579038.0,Ice Age: Collision Course
Family,408579038.0,Ice Age: Collision Course
Comedy,408579038.0,Ice Age: Collision Course
Mystery,85241496.0,Nerve
Adventure,85241496.0,Nerve
Crime,85241496.0,Nerve
Comedy,183936074.0,Bad Moms
Adventure,182379278.0,Storks
Animation,182379278.0,Storks
Comedy,182379278.0,Storks
Family,182379278.0,Storks
Adventure,346864462.0,Trolls
Animation,346864462.0,Trolls
Family,346864462.0,Trolls
Adventure,643034466.0,Moana
Animation,643034466.0,Moana
Family,643034466.0,Moana
Comedy,114501299.0,Office Christmas Party
Comedy,10474.0,Logan
Drama,10474.0,Logan
Family,10474.0,Logan
Animation,2351359.0,Ballerina
Family,2351359.0,Ballerina
Adventure,2351359.0,Ballerina
Comedy,2351359.0,Ballerina
Action,1020063384.0,Despicable Me 3
Animation,1020063384.0,Despicable Me 3
Adventure,1020063384.0,Despicable Me 3
Family,1020063384.0,Despicable Me 3
Comedy,1020063384.0,Despicable Me 3
